Name;Description;Geometry;id;nom;lat;lon;n_rue;rue;ville;cp;date_creation;date_modification;tempsdecollecte;poidsmax;instructions;geo_point_2d
1003;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>30706</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>1003</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4875</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>5.08781</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>1</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE CAMILLE FOSSION</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>ANDENNE</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5300</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:34</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Cité Clotz</td></tr></table></center>;"{""coordinates"": [5.08781, 50.4875], ""type"": ""Point""}";30706;1003;50.4875;5.08781;1;RUE CAMILLE FOSSION;ANDENNE;5300;2014-06-25 15:01:34;2015-08-21 09:57:21;300;;Cité Clotz;50.4870,5.08785
1003;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>30706</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>1003</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4875</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>5.08781</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>1</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE CAMILLE FOSSION</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>ANDENNE</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5300</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:34</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Cité Clotz</td></tr></table></center>;"{""coordinates"": [5.08781, 50.4875], ""type"": ""Point""}";30706;1003;50.4875;5.08781;1;RUE CAMILLE FOSSION;ANDENNE;5300;2014-06-25 15:01:34;2015-08-21 09:57:21;300;900;Cité Clotz;50.4875,5.08781
1004;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>30707</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>1004</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4875</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>5.08781</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>1</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE CAMILLE FOSSION</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>ANDENNE</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5300</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:34</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Cité Clotz</td></tr></table></center>;"{""coordinates"": [5.08781, 50.4875], ""type"": ""Point""}";30707;1004;50.4875;5.08781;1;RUE CAMILLE FOSSION;ANDENNE;5300;2014-06-25 15:01:34;2015-08-21 09:57:21;300;900;Cité Clotz;50.4875,5.08781
1005;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>30708</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>1005</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4716</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>5.09371</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>9</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE ROGER DIEUDONNÉ</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>ANDENNE</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5300</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:34</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Rue Roger Dieudonné (Bois des Dames)</td></tr></table></center>;"{""coordinates"": [5.09371, 50.4716], ""type"": ""Point""}";30708;1005;50.4716;5.09371;9;RUE ROGER DIEUDONNÉ;ANDENNE;5300;2014-06-25 15:01:34;2015-08-21 09:57:21;300;900;Rue Roger Dieudonné (Bois des Dames);50.4716,5.09371
1116;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>30714</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>1116</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4886</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>5.0902</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td></td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE DOCTEUR MELIN</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>ANDENNE</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5300</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:34</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2020-02-18 11:17:50</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>1400</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Square Docteur Melin marche le vendredi</td></tr></table></center>;"{""coordinates"": [5.0902, 50.4886], ""type"": ""Point""}";30714;1116;50.4886;5.0902;;RUE DOCTEUR MELIN;ANDENNE;5300;2014-06-25 15:01:34;2020-02-18 11:17:50;300;1400;Square Docteur Melin marche le vendredi;50.4886,5.0902
1024;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>30720</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>1024</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4734</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.99462</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>25</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>ALLÉE DES CERISIERS</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>ANDENNE</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5300</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:34</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Allée des Cerisiers</td></tr></table></center>;"{""coordinates"": [4.99462, 50.4734], ""type"": ""Point""}";30720;1024;50.4734;4.99462;25;ALLÉE DES CERISIERS;ANDENNE;5300;2014-06-25 15:01:34;2015-08-21 09:57:21;300;900;Allée des Cerisiers;50.4734,4.99462
1025;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>30721</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>1025</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4705</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.99755</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>1</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE DE LA DÉPORTATION</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>ANDENNE</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5300</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:34</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Rue Joseph Evraud (Rue de la Déportation)</td></tr></table></center>;"{""coordinates"": [4.99755, 50.4705], ""type"": ""Point""}";30721;1025;50.4705;4.99755;1;RUE DE LA DÉPORTATION;ANDENNE;5300;2014-06-25 15:01:34;2015-08-21 09:57:21;300;900;Rue Joseph Evraud (Rue de la Déportation);50.4705,4.99755
1031;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>30727</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>1031</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.5</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>5.0809</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>2</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE DES HOUILLÈRES</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>ANDENNE</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5300</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:35</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Place Joseph  Wauters</td></tr></table></center>;"{""coordinates"": [5.0809, 50.5], ""type"": ""Point""}";30727;1031;50.5;5.0809;2;RUE DES HOUILLÈRES;ANDENNE;5300;2014-06-25 15:01:35;2015-08-21 09:57:21;300;900;Place Joseph  Wauters;50.5,5.0809
1033;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>30729</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>1033</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4967</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>5.09471</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>32</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE DE LA STATION</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>ANDENNE</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5300</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:35</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Rue de la Station</td></tr></table></center>;"{""coordinates"": [5.09471, 50.4967], ""type"": ""Point""}";30729;1033;50.4967;5.09471;32;RUE DE LA STATION;ANDENNE;5300;2014-06-25 15:01:35;2015-08-21 09:57:21;300;900;Rue de la Station;50.4967,5.09471
1035;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>30731</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>1035</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.5047</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>5.09776</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>45</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE DE MONTHESSAL</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>ANDENNE</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5300</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:35</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>rue de monthessal</td></tr></table></center>;"{""coordinates"": [5.09776, 50.5047], ""type"": ""Point""}";30731;1035;50.5047;5.09776;45;RUE DE MONTHESSAL;ANDENNE;5300;2014-06-25 15:01:35;2015-08-21 09:57:21;300;900;rue de monthessal;50.5047,5.09776
1039;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>30735</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>1039</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4566</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>5.00135</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td></td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE DU BIEF</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>ANDENNE</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5300</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:35</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Rue de Gramptinne</td></tr></table></center>;"{""coordinates"": [5.00135, 50.4566], ""type"": ""Point""}";30735;1039;50.4566;5.00135;;RUE DU BIEF;ANDENNE;5300;2014-06-25 15:01:35;2015-08-21 09:57:21;300;900;Rue de Gramptinne;50.4566,5.00135
1040;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>30736</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>1040</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4566</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>5.00135</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td></td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE DU BIEF</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>ANDENNE</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5300</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:35</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Rue de Gramptinne</td></tr></table></center>;"{""coordinates"": [5.00135, 50.4566], ""type"": ""Point""}";30736;1040;50.4566;5.00135;;RUE DU BIEF;ANDENNE;5300;2014-06-25 15:01:35;2015-08-21 09:57:21;300;900;Rue de Gramptinne;50.4566,5.00135
1046;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>30740</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>1046</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.5083</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.98885</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td></td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td></td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>ANDENNE</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5300</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:35</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Rue du Bois Gilet</td></tr></table></center>;"{""coordinates"": [4.98885, 50.5083], ""type"": ""Point""}";30740;1046;50.5083;4.98885;;;ANDENNE;5300;2014-06-25 15:01:35;2015-08-21 09:57:21;300;900;Rue du Bois Gilet;50.5083,4.98885
2005;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>30741</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>2005</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.3009</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.8924</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>2</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE DU CAILLOU</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>ANHÉE</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5537</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:35</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Rue du Caillou</td></tr></table></center>;"{""coordinates"": [4.8924, 50.3009], ""type"": ""Point""}";30741;2005;50.3009;4.8924;2;RUE DU CAILLOU;ANHÉE;5537;2014-06-25 15:01:35;2015-08-21 09:57:21;300;900;Rue du Caillou;50.3009,4.8924
2008;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>30744</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>2008</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.3475</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.85299</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td></td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE DU RIVAGE</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>ANHÉE</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5537</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:35</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Rue du Rivage</td></tr></table></center>;"{""coordinates"": [4.85299, 50.3475], ""type"": ""Point""}";30744;2008;50.3475;4.85299;;RUE DU RIVAGE;ANHÉE;5537;2014-06-25 15:01:35;2015-08-21 09:57:21;300;900;Rue du Rivage;50.3475,4.85299
2012;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>30748</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>2012</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.3315</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.79205</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td></td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE DU CHÉRIMONT</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>ANHÉE</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5537</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:35</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Rue Chérimont</td></tr></table></center>;"{""coordinates"": [4.79205, 50.3315], ""type"": ""Point""}";30748;2012;50.3315;4.79205;;RUE DU CHÉRIMONT;ANHÉE;5537;2014-06-25 15:01:35;2015-08-21 09:57:21;300;900;Rue Chérimont;50.3315,4.79205
2013;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>30749</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>2013</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.3178</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.75164</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>9</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE MONSEU</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>ANHÉE</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5537</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:35</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Place d\'Anjou</td></tr></table></center>;"{""coordinates"": [4.75164, 50.3178], ""type"": ""Point""}";30749;2013;50.3178;4.75164;9;RUE MONSEU;ANHÉE;5537;2014-06-25 15:01:35;2015-08-21 09:57:21;300;900;Place d\'Anjou;50.3178,4.75164
2014;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>30750</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>2014</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.3178</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.75164</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>9</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE MONSEU</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>ANHÉE</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5537</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:35</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Place d\'Anjou</td></tr></table></center>;"{""coordinates"": [4.75164, 50.3178], ""type"": ""Point""}";30750;2014;50.3178;4.75164;9;RUE MONSEU;ANHÉE;5537;2014-06-25 15:01:35;2015-08-21 09:57:21;300;900;Place d\'Anjou;50.3178,4.75164
2016;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>30752</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>2016</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.3008</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.75064</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>6</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE DES MONTIS</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>ANHÉE</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5537</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:36</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Rue des Montis</td></tr></table></center>;"{""coordinates"": [4.75064, 50.3008], ""type"": ""Point""}";30752;2016;50.3008;4.75064;6;RUE DES MONTIS;ANHÉE;5537;2014-06-25 15:01:36;2015-08-21 09:57:21;300;900;Rue des Montis;50.3008,4.75064
2017;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>30753</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>2017</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.3008</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.75064</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>6</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE DES MONTIS</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>ANHÉE</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5537</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:36</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Rue des Montis</td></tr></table></center>;"{""coordinates"": [4.75064, 50.3008], ""type"": ""Point""}";30753;2017;50.3008;4.75064;6;RUE DES MONTIS;ANHÉE;5537;2014-06-25 15:01:36;2015-08-21 09:57:21;300;900;Rue des Montis;50.3008,4.75064
3002;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>30755</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>3002</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.3709</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>5.02304</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>48</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>CHAUSSÉE DE MARCHE</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>ASSESSE</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5330</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:36</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Place communale</td></tr></table></center>;"{""coordinates"": [5.02304, 50.3709], ""type"": ""Point""}";30755;3002;50.3709;5.02304;48;CHAUSSÉE DE MARCHE;ASSESSE;5330;2014-06-25 15:01:36;2015-08-21 09:57:21;300;900;Place communale;50.3709,5.02304
