Name;Description;Geometry;id;nom;lat;lon;n_rue;rue;ville;cp;date_creation;date_modification;tempsdecollecte;poidsmax;instructions;geo_point_2d
27125;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31098</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>27125</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4563</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.84431</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>84</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE DES NOYERS</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>NAMUR</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5000</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:51</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Avenue Baron Fallon</td></tr></table></center>;"{""coordinates"": [4.84431, 50.4563], ""type"": ""Point""}";31098;27125;50.4563;4.84431;84;RUE DES NOYERS;NAMUR;5000;2014-06-25 15:01:51;2015-08-21 09:57:21;300;900;Avenue Baron Fallon;50.4563,4.84431
27127;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31100</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>27127</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4688</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.88506</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td></td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>AVENUE DES CHAMPS ELYSÉES</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>NAMUR</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5004</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:51</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Avenue des Champs Elysées (Plomcot)</td></tr></table></center>;"{""coordinates"": [4.88506, 50.4688], ""type"": ""Point""}";31100;27127;50.4688;4.88506;;AVENUE DES CHAMPS ELYSÉES;NAMUR;5004;2014-06-25 15:01:51;2015-08-21 09:57:21;300;900;Avenue des Champs Elysées (Plomcot);50.4688,4.88506
27134;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31103</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>27134</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4649</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.85579</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td></td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>BOULEVARD FRÈRE ORBAN</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>NAMUR</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5000</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:52</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Boulevard Frère Orban</td></tr></table></center>;"{""coordinates"": [4.85579, 50.4649], ""type"": ""Point""}";31103;27134;50.4649;4.85579;;BOULEVARD FRÈRE ORBAN;NAMUR;5000;2014-06-25 15:01:52;2015-08-21 09:57:21;300;900;Boulevard Frère Orban;50.4649,4.85579
27140;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31107</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>27140</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4641</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.83964</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td></td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>AVENUE DU VAL SAINT-GEORGES</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>NAMUR</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5000</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:52</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Place de Berck-Sur-Mer</td></tr></table></center>;"{""coordinates"": [4.83964, 50.4641], ""type"": ""Point""}";31107;27140;50.4641;4.83964;;AVENUE DU VAL SAINT-GEORGES;NAMUR;5000;2014-06-25 15:01:52;2015-08-21 09:57:21;300;900;Place de Berck-Sur-Mer;50.4641,4.83964
27143;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31108</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>27143</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4622</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.86518</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>9</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>PLACE MAURICE SERVAIS</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>NAMUR</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5000</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:52</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Place Maurice Servais</td></tr></table></center>;"{""coordinates"": [4.86518, 50.4622], ""type"": ""Point""}";31108;27143;50.4622;4.86518;9;PLACE MAURICE SERVAIS;NAMUR;5000;2014-06-25 15:01:52;2015-08-21 09:57:21;300;900;Place Maurice Servais;50.4622,4.86518
27148;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31113</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>27148</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4659</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.87505</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>1</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>PLACE DE L'ÉCOLE DES CADETS</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>NAMUR</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5000</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:52</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-09-17 02:15:00</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Place de l\'Ecole des Cadets</td></tr></table></center>;"{""coordinates"": [4.87505, 50.4659], ""type"": ""Point""}";31113;27148;50.4659;4.87505;1;PLACE DE L'ÉCOLE DES CADETS;NAMUR;5000;2014-06-25 15:01:52;2015-09-17 02:15:00;300;900;Place de l\'Ecole des Cadets;50.4659,4.87505
27151;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31114</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>27151</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4669</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.88185</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>87</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>AVENUE ALBERT 1ER</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>NAMUR</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5000</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:52</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Place Saint-Nicolas</td></tr></table></center>;"{""coordinates"": [4.88185, 50.4669], ""type"": ""Point""}";31114;27151;50.4669;4.88185;87;AVENUE ALBERT 1ER;NAMUR;5000;2014-06-25 15:01:52;2015-08-21 09:57:21;300;900;Place Saint-Nicolas;50.4669,4.88185
27152;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31115</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>27152</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4669</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.88185</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>87</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>AVENUE ALBERT 1ER</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>NAMUR</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5000</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:52</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Place Saint-Nicolas</td></tr></table></center>;"{""coordinates"": [4.88185, 50.4669], ""type"": ""Point""}";31115;27152;50.4669;4.88185;87;AVENUE ALBERT 1ER;NAMUR;5000;2014-06-25 15:01:52;2015-08-21 09:57:21;300;900;Place Saint-Nicolas;50.4669,4.88185
27154;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31117</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>27154</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4649</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.84986</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td></td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>AVENUE CARDINAL MERCIER</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>NAMUR</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5000</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:52</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Place Wiertz</td></tr></table></center>;"{""coordinates"": [4.84986, 50.4649], ""type"": ""Point""}";31117;27154;50.4649;4.84986;;AVENUE CARDINAL MERCIER;NAMUR;5000;2014-06-25 15:01:52;2015-08-21 09:57:21;300;900;Place Wiertz;50.4649,4.84986
27159;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31120</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>27159</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.471</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.8758</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td></td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE BEL HORIZON</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>NAMUR</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5000</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:53</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Rue Bel Horizon</td></tr></table></center>;"{""coordinates"": [4.8758, 50.471], ""type"": ""Point""}";31120;27159;50.471;4.8758;;RUE BEL HORIZON;NAMUR;5000;2014-06-25 15:01:53;2015-08-21 09:57:21;300;900;Rue Bel Horizon;50.471,4.8758
27160;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31121</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>27160</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.471</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.8758</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td></td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE BEL HORIZON</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>NAMUR</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5000</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:53</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Rue Bel Horizon</td></tr></table></center>;"{""coordinates"": [4.8758, 50.471], ""type"": ""Point""}";31121;27160;50.471;4.8758;;RUE BEL HORIZON;NAMUR;5000;2014-06-25 15:01:53;2015-08-21 09:57:21;300;900;Rue Bel Horizon;50.471,4.8758
27164;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31123</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>27164</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4632</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.83745</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>20</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE DES BOSQUETS</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>NAMUR</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5000</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:53</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Rue des Bosquets (n°24)</td></tr></table></center>;"{""coordinates"": [4.83745, 50.4632], ""type"": ""Point""}";31123;27164;50.4632;4.83745;20;RUE DES BOSQUETS;NAMUR;5000;2014-06-25 15:01:53;2015-08-21 09:57:21;300;900;Rue des Bosquets (n°24);50.4632,4.83745
27169;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31124</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>27169</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4702</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.86482</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td></td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>BOULEVARD DU NORD</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>NAMUR</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5000</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:53</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Rue Piret Pauchet (Boulevard du Nord)</td></tr></table></center>;"{""coordinates"": [4.86482, 50.4702], ""type"": ""Point""}";31124;27169;50.4702;4.86482;;BOULEVARD DU NORD;NAMUR;5000;2014-06-25 15:01:53;2015-08-21 09:57:21;300;900;Rue Piret Pauchet (Boulevard du Nord);50.4702,4.86482
27170;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31125</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>27170</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4702</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.86482</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td></td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>BOULEVARD DU NORD</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>NAMUR</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5000</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:53</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Rue Piret Pauchet (Boulevard du Nord)</td></tr></table></center>;"{""coordinates"": [4.86482, 50.4702], ""type"": ""Point""}";31125;27170;50.4702;4.86482;;BOULEVARD DU NORD;NAMUR;5000;2014-06-25 15:01:53;2015-08-21 09:57:21;300;900;Rue Piret Pauchet (Boulevard du Nord);50.4702,4.86482
27172;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31127</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>27172</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4673</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.86873</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>27</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE LUCIEN NAMÊCHE</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>NAMUR</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5000</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:53</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Rue Rogier (parking)</td></tr></table></center>;"{""coordinates"": [4.86873, 50.4673], ""type"": ""Point""}";31127;27172;50.4673;4.86873;27;RUE LUCIEN NAMÊCHE;NAMUR;5000;2014-06-25 15:01:53;2015-08-21 09:57:21;300;900;Rue Rogier (parking);50.4673,4.86873
27187;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31140</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>27187</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4727</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.83284</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td></td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>CHAUSSÉE DE WATERLOO</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>NAMUR</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5002</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:54</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Chaussée de Waterloo (cimetière de Namur)</td></tr></table></center>;"{""coordinates"": [4.83284, 50.4727], ""type"": ""Point""}";31140;27187;50.4727;4.83284;;CHAUSSÉE DE WATERLOO;NAMUR;5002;2014-06-25 15:01:54;2015-08-21 09:57:21;300;900;Chaussée de Waterloo (cimetière de Namur);50.4727,4.83284
27189;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31142</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>27189</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4796</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.84162</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td></td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>MONTAGNE D'HASTEDON</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>NAMUR</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5002</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:54</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Montagne d\'Hastedon (parking)</td></tr></table></center>;"{""coordinates"": [4.84162, 50.4796], ""type"": ""Point""}";31142;27189;50.4796;4.84162;;MONTAGNE D'HASTEDON;NAMUR;5002;2014-06-25 15:01:54;2015-08-21 09:57:21;300;900;Montagne d\'Hastedon (parking);50.4796,4.84162
27194;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31147</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>27194</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4822</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.84658</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>54</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>NOUVEAU CHEMIN DE SAINT-MARC</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>NAMUR</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5002</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:54</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Place François Bovesse</td></tr></table></center>;"{""coordinates"": [4.84658, 50.4822], ""type"": ""Point""}";31147;27194;50.4822;4.84658;54;NOUVEAU CHEMIN DE SAINT-MARC;NAMUR;5002;2014-06-25 15:01:54;2015-08-21 09:57:21;300;900;Place François Bovesse;50.4822,4.84658
27199;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31152</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>27199</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4732</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.85779</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>1</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>CITÉ GERMINAL D'ASTY MOULIN</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>NAMUR</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5002</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:54</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Rue Florent Dethier (Cité Germinal)</td></tr></table></center>;"{""coordinates"": [4.85779, 50.4732], ""type"": ""Point""}";31152;27199;50.4732;4.85779;1;CITÉ GERMINAL D'ASTY MOULIN;NAMUR;5002;2014-06-25 15:01:54;2015-08-21 09:57:21;300;900;Rue Florent Dethier (Cité Germinal);50.4732,4.85779
27205;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31156</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>27205</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4858</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.7795</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>9</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE DU CHÂTEAU DE SUARLÉE</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>NAMUR</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5020</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:54</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Rue du Château de Suarlée</td></tr></table></center>;"{""coordinates"": [4.7795, 50.4858], ""type"": ""Point""}";31156;27205;50.4858;4.7795;9;RUE DU CHÂTEAU DE SUARLÉE;NAMUR;5020;2014-06-25 15:01:54;2015-08-21 09:57:21;300;900;Rue du Château de Suarlée;50.4858,4.7795
27222;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31163</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>27222</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4994</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.88877</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td></td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE MARTIN LEJEUNE</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>NAMUR</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5020</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:01:55</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Rue Martin Lejeune</td></tr></table></center>;"{""coordinates"": [4.88877, 50.4994], ""type"": ""Point""}";31163;27222;50.4994;4.88877;;RUE MARTIN LEJEUNE;NAMUR;5020;2014-06-25 15:01:55;2015-08-21 09:57:21;300;900;Rue Martin Lejeune;50.4994,4.88877
